"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentarios"
"454","192.168.1.6","1","Instagram Bio","Home_Page","2025-11-06 01:47:00","Inicio de sesion"
"455","192.168.1.6","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-06 01:47:18","Navegando catalogo"
"456","192.168.1.6","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-06 01:47:26","Navegando catalogo"
"457","192.168.1.6","2","Instagram Bio","link_menu_hombres","2025-11-06 01:47:28","Interaccion interfaz"
"458","192.168.1.5","1","Instagram Bio","Home_Page","2025-11-06 02:48:00","Inicio de sesion"
"459","192.168.1.5","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-06 02:48:23","Navegando catalogo"
"460","192.168.1.5","2","Instagram Bio","btn_ver_tallas","2025-11-06 02:48:25","Interaccion interfaz"
"461","192.168.1.5","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-06 02:48:38","Navegando catalogo"
"462","192.168.1.5","2","Instagram Bio","btn_ver_tallas","2025-11-06 02:48:40","Interaccion interfaz"
"463","192.168.1.24","1","Directo","Home_Page","2025-11-06 03:59:00","Inicio de sesion"
"464","192.168.1.24","3","Directo","vista_Jean_Slim_Negro","2025-11-06 03:59:44","Navegando catalogo"
"465","192.168.1.40","1","Newsletter","Home_Page","2025-11-06 04:46:00","Inicio de sesion"
"466","192.168.1.40","3","Newsletter","vista_Chaqueta_Cuero","2025-11-06 04:46:07","Navegando catalogo"
"467","192.168.1.40","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-06 04:46:36","Navegando catalogo"
"468","192.168.1.40","3","Newsletter","vista_Zapatillas_Urban","2025-11-06 04:47:19","Navegando catalogo"
"469","192.168.1.20","1","Directo","Home_Page","2025-11-06 05:21:00","Inicio de sesion"
"470","192.168.1.20","3","Directo","vista_Camisa_Lino_Blanca","2025-11-06 05:21:16","Navegando catalogo"
"471","192.168.1.20","2","Directo","btn_agregar_carrito","2025-11-06 05:21:18","Interaccion interfaz"
"472","192.168.1.20","3","Directo","vista_Zapatillas_Urban","2025-11-06 05:21:24","Navegando catalogo"
"473","192.168.1.20","3","Directo","vista_Camisa_Lino_Blanca","2025-11-06 05:21:40","Navegando catalogo"
"474","192.168.1.50","1","Instagram Bio","Home_Page","2025-11-06 05:32:00","Inicio de sesion"
"475","192.168.1.50","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-06 05:32:06","Navegando catalogo"
"476","192.168.1.50","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-06 05:32:47","Navegando catalogo"
"477","192.168.1.50","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-06 05:33:09","Navegando catalogo"
"478","192.168.1.50","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-06 05:33:35","Navegando catalogo"
"479","192.168.1.50","2","Instagram Bio","btn_agregar_carrito","2025-11-06 05:33:37","Interaccion interfaz"
"480","192.168.1.50","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-06 05:34:01","Navegando catalogo"
"481","192.168.1.50","2","Instagram Bio","btn_ver_tallas","2025-11-06 05:34:03","Interaccion interfaz"
"482","192.168.1.50","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-06 05:34:26","Venta Exitosa"
"483","192.168.1.45","1","Google Ads","Home_Page","2025-11-06 06:53:00","Inicio de sesion"
"484","192.168.1.45","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-06 06:53:15","Navegando catalogo"
"485","192.168.1.45","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-06 06:53:22","Navegando catalogo"
"486","192.168.1.45","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-06 06:53:37","Navegando catalogo"
"487","192.168.1.45","2","Google Ads","btn_agregar_carrito","2025-11-06 06:53:39","Interaccion interfaz"
"488","192.168.1.45","3","Google Ads","vista_Chaqueta_Cuero","2025-11-06 06:54:03","Navegando catalogo"
"489","192.168.1.45","5","Google Ads","btn_cancelar_checkout","2025-11-06 06:54:54","Abandono en pago"
"490","192.168.1.39","1","Google Ads","Home_Page","2025-11-06 08:33:00","Inicio de sesion"
"491","192.168.1.39","3","Google Ads","vista_Jean_Slim_Negro","2025-11-06 08:33:18","Navegando catalogo"
"492","192.168.1.39","2","Google Ads","btn_ver_tallas","2025-11-06 08:33:20","Interaccion interfaz"
"493","192.168.1.39","3","Google Ads","vista_Jean_Slim_Negro","2025-11-06 08:33:44","Navegando catalogo"
"494","192.168.1.35","1","Google Ads","Home_Page","2025-11-06 11:24:00","Inicio de sesion"
"495","192.168.1.35","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-06 11:24:18","Navegando catalogo"
"496","192.168.1.35","2","Google Ads","btn_agregar_carrito","2025-11-06 11:24:20","Interaccion interfaz"
"497","192.168.1.35","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-06 11:24:35","Navegando catalogo"
"498","192.168.1.28","1","Directo","Home_Page","2025-11-06 12:08:00","Inicio de sesion"
"499","192.168.1.28","3","Directo","vista_Zapatillas_Urban","2025-11-06 12:08:19","Navegando catalogo"
"500","192.168.1.28","2","Directo","img_zoom","2025-11-06 12:08:21","Interaccion interfaz"
"501","192.168.1.28","3","Directo","vista_Jean_Slim_Negro","2025-11-06 12:08:53","Navegando catalogo"
"502","192.168.1.28","1","Directo","Home_Page","2025-11-06 12:56:00","Inicio de sesion"
"503","192.168.1.28","3","Directo","vista_Vestido_Verano_Floral","2025-11-06 12:56:34","Navegando catalogo"
"504","192.168.1.28","3","Directo","vista_Zapatillas_Urban","2025-11-06 12:56:59","Navegando catalogo"
"505","192.168.1.28","3","Directo","vista_Jean_Slim_Negro","2025-11-06 12:57:19","Navegando catalogo"
"506","192.168.1.28","2","Directo","btn_agregar_carrito","2025-11-06 12:57:21","Interaccion interfaz"
"507","192.168.1.28","3","Directo","vista_Camisa_Lino_Blanca","2025-11-06 12:57:54","Navegando catalogo"
"508","192.168.1.28","2","Directo","img_zoom","2025-11-06 12:57:56","Interaccion interfaz"
"509","192.168.1.28","5","Directo","btn_cancelar_checkout","2025-11-06 12:58:31","Abandono en pago"
"510","192.168.1.28","1","Facebook","Home_Page","2025-11-06 14:59:00","Inicio de sesion"
"511","192.168.1.28","3","Facebook","vista_Jean_Slim_Negro","2025-11-06 14:59:39","Navegando catalogo"
"512","192.168.1.28","2","Facebook","btn_ver_tallas","2025-11-06 14:59:41","Interaccion interfaz"
"513","192.168.1.28","3","Facebook","vista_Chaqueta_Cuero","2025-11-06 14:59:58","Navegando catalogo"
"514","192.168.1.28","3","Facebook","vista_Chaqueta_Cuero","2025-11-06 15:00:21","Navegando catalogo"
"515","192.168.1.28","2","Facebook","btn_ver_tallas","2025-11-06 15:00:23","Interaccion interfaz"
"516","192.168.1.28","3","Facebook","vista_Jean_Slim_Negro","2025-11-06 15:00:46","Navegando catalogo"
"517","192.168.1.28","2","Facebook","btn_agregar_carrito","2025-11-06 15:00:48","Interaccion interfaz"
"518","192.168.1.28","3","Facebook","vista_Chaqueta_Cuero","2025-11-06 15:01:09","Navegando catalogo"
"519","192.168.1.28","4","Facebook","btn_finalizar_pago_exitoso","2025-11-06 15:02:09","Venta Exitosa"
"520","192.168.1.9","1","Newsletter","Home_Page","2025-11-06 17:42:00","Inicio de sesion"
"521","192.168.1.9","3","Newsletter","vista_Chaqueta_Cuero","2025-11-06 17:42:34","Navegando catalogo"
"522","192.168.1.9","2","Newsletter","btn_agregar_carrito","2025-11-06 17:42:36","Interaccion interfaz"
"523","192.168.1.13","1","Facebook","Home_Page","2025-11-06 20:12:00","Inicio de sesion"
"524","192.168.1.13","3","Facebook","vista_Zapatillas_Urban","2025-11-06 20:12:31","Navegando catalogo"
"525","192.168.1.13","2","Facebook","btn_ver_tallas","2025-11-06 20:12:33","Interaccion interfaz"
"526","192.168.1.13","3","Facebook","vista_Vestido_Verano_Floral","2025-11-06 20:13:13","Navegando catalogo"
"527","192.168.1.13","2","Facebook","btn_agregar_carrito","2025-11-06 20:13:15","Interaccion interfaz"
"528","192.168.1.13","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-06 20:13:35","Navegando catalogo"
"529","192.168.1.13","3","Facebook","vista_Zapatillas_Urban","2025-11-06 20:13:47","Navegando catalogo"
"530","192.168.1.13","2","Facebook","link_menu_hombres","2025-11-06 20:13:49","Interaccion interfaz"
"531","192.168.1.13","5","Facebook","btn_cancelar_checkout","2025-11-06 20:14:40","Abandono en pago"
"532","192.168.1.15","1","Directo","Home_Page","2025-11-06 22:10:00","Inicio de sesion"
"533","192.168.1.15","3","Directo","vista_Zapatillas_Urban","2025-11-06 22:10:29","Navegando catalogo"
"534","192.168.1.16","1","Facebook","Home_Page","2025-11-07 01:00:00","Inicio de sesion"
"535","192.168.1.16","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-07 01:00:15","Navegando catalogo"
"536","192.168.1.16","2","Facebook","btn_ver_tallas","2025-11-07 01:00:17","Interaccion interfaz"
"537","192.168.1.34","1","Instagram Bio","Home_Page","2025-11-07 03:49:00","Inicio de sesion"
"538","192.168.1.34","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-07 03:49:16","Navegando catalogo"
"539","192.168.1.34","2","Instagram Bio","img_zoom","2025-11-07 03:49:18","Interaccion interfaz"
"540","192.168.1.34","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 03:49:59","Navegando catalogo"
"541","192.168.1.34","2","Instagram Bio","btn_ver_tallas","2025-11-07 03:50:01","Interaccion interfaz"
"542","192.168.1.34","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 03:50:21","Navegando catalogo"
"543","192.168.1.34","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-07 03:51:06","Navegando catalogo"
"544","192.168.1.34","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-07 03:51:36","Navegando catalogo"
"545","192.168.1.34","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-07 03:52:11","Venta Exitosa"
"546","192.168.1.41","1","Instagram Bio","Home_Page","2025-11-07 05:35:00","Inicio de sesion"
"547","192.168.1.41","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-07 05:35:23","Navegando catalogo"
"548","192.168.1.41","2","Instagram Bio","link_menu_hombres","2025-11-07 05:35:25","Interaccion interfaz"
"549","192.168.1.41","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-07 05:35:47","Navegando catalogo"
"550","192.168.1.41","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-07 05:36:04","Navegando catalogo"
"551","192.168.1.41","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-07 05:36:10","Navegando catalogo"
"552","192.168.1.41","5","Instagram Bio","btn_cancelar_checkout","2025-11-07 05:37:05","Abandono en pago"
"553","192.168.1.47","1","Instagram Bio","Home_Page","2025-11-07 08:02:00","Inicio de sesion"
"554","192.168.1.47","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-07 08:02:06","Navegando catalogo"
"555","192.168.1.47","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 08:02:37","Navegando catalogo"
"556","192.168.1.47","2","Instagram Bio","link_menu_hombres","2025-11-07 08:02:39","Interaccion interfaz"
"557","192.168.1.47","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-07 08:03:10","Navegando catalogo"
"558","192.168.1.23","1","Google Ads","Home_Page","2025-11-07 08:54:00","Inicio de sesion"
"559","192.168.1.23","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 08:54:35","Navegando catalogo"
"560","192.168.1.2","1","Google Ads","Home_Page","2025-11-07 11:39:00","Inicio de sesion"
"561","192.168.1.2","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 11:39:14","Navegando catalogo"
"562","192.168.1.2","2","Google Ads","btn_agregar_carrito","2025-11-07 11:39:16","Interaccion interfaz"
"563","192.168.1.50","1","Facebook","Home_Page","2025-11-07 11:50:00","Inicio de sesion"
"564","192.168.1.50","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 11:50:37","Navegando catalogo"
"565","192.168.1.50","2","Facebook","img_zoom","2025-11-07 11:50:39","Interaccion interfaz"
"566","192.168.1.50","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-07 11:50:59","Navegando catalogo"
"567","192.168.1.50","2","Facebook","btn_agregar_carrito","2025-11-07 11:51:01","Interaccion interfaz"
"568","192.168.1.50","3","Facebook","vista_Zapatillas_Urban","2025-11-07 11:51:43","Navegando catalogo"
"569","192.168.1.50","3","Facebook","vista_Zapatillas_Urban","2025-11-07 11:51:59","Navegando catalogo"
"570","192.168.1.50","5","Facebook","btn_cancelar_checkout","2025-11-07 11:52:42","Abandono en pago"
"571","192.168.1.49","1","Newsletter","Home_Page","2025-11-07 12:17:00","Inicio de sesion"
"572","192.168.1.49","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 12:17:38","Navegando catalogo"
"573","192.168.1.49","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 12:17:43","Navegando catalogo"
"574","192.168.1.49","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 12:18:26","Navegando catalogo"
"575","192.168.1.49","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 12:18:41","Navegando catalogo"
"576","192.168.1.49","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 12:18:49","Navegando catalogo"
"577","192.168.1.49","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-07 12:19:18","Venta Exitosa"
"578","192.168.1.45","1","Facebook","Home_Page","2025-11-07 15:06:00","Inicio de sesion"
"579","192.168.1.45","3","Facebook","vista_Chaqueta_Cuero","2025-11-07 15:06:44","Navegando catalogo"
"580","192.168.1.45","3","Facebook","vista_Zapatillas_Urban","2025-11-07 15:07:28","Navegando catalogo"
"581","192.168.1.45","2","Facebook","btn_ver_tallas","2025-11-07 15:07:30","Interaccion interfaz"
"582","192.168.1.45","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-07 15:07:56","Navegando catalogo"
"583","192.168.1.45","3","Facebook","vista_Vestido_Verano_Floral","2025-11-07 15:08:37","Navegando catalogo"
"584","192.168.1.45","2","Facebook","link_menu_hombres","2025-11-07 15:08:39","Interaccion interfaz"
"585","192.168.1.45","5","Facebook","btn_cancelar_checkout","2025-11-07 15:09:37","Abandono en pago"
"586","192.168.1.19","1","Facebook","Home_Page","2025-11-07 18:05:00","Inicio de sesion"
"587","192.168.1.19","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-07 18:05:42","Navegando catalogo"
"588","192.168.1.19","2","Facebook","btn_ver_tallas","2025-11-07 18:05:44","Interaccion interfaz"
"589","192.168.1.19","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 18:05:55","Navegando catalogo"
"590","192.168.1.19","2","Facebook","img_zoom","2025-11-07 18:05:57","Interaccion interfaz"
"591","192.168.1.7","1","Newsletter","Home_Page","2025-11-07 20:02:00","Inicio de sesion"
"592","192.168.1.7","3","Newsletter","vista_Chaqueta_Cuero","2025-11-07 20:02:11","Navegando catalogo"
"593","192.168.1.7","2","Newsletter","btn_ver_tallas","2025-11-07 20:02:13","Interaccion interfaz"
"594","192.168.1.7","3","Newsletter","vista_Zapatillas_Urban","2025-11-07 20:02:44","Navegando catalogo"
"595","192.168.1.7","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 20:02:49","Navegando catalogo"
"596","192.168.1.7","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 20:03:05","Navegando catalogo"
"597","192.168.1.7","2","Newsletter","link_menu_hombres","2025-11-07 20:03:07","Interaccion interfaz"
"598","192.168.1.7","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 20:03:12","Navegando catalogo"
"599","192.168.1.7","2","Newsletter","img_zoom","2025-11-07 20:03:14","Interaccion interfaz"
"600","192.168.1.7","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-07 20:04:06","Venta Exitosa"
"601","192.168.1.44","1","Google Ads","Home_Page","2025-11-07 21:30:00","Inicio de sesion"
"602","192.168.1.44","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 21:30:08","Navegando catalogo"
"603","192.168.1.44","2","Google Ads","link_menu_hombres","2025-11-07 21:30:10","Interaccion interfaz"
"604","192.168.1.44","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 21:30:33","Navegando catalogo"
"605","192.168.1.44","2","Google Ads","link_menu_hombres","2025-11-07 21:30:35","Interaccion interfaz"
"606","192.168.1.44","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 21:31:20","Navegando catalogo"
"607","192.168.1.44","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 21:31:35","Navegando catalogo"
"608","192.168.1.44","2","Google Ads","img_zoom","2025-11-07 21:31:37","Interaccion interfaz"
"609","192.168.1.44","5","Google Ads","btn_cancelar_checkout","2025-11-07 21:31:51","Abandono en pago"
"610","192.168.1.22","1","Google Ads","Home_Page","2025-11-07 22:12:00","Inicio de sesion"
"611","192.168.1.22","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 22:12:30","Navegando catalogo"
"612","192.168.1.22","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-07 22:13:00","Navegando catalogo"
"613","192.168.1.22","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 22:13:21","Navegando catalogo"
"614","192.168.1.22","2","Google Ads","btn_ver_tallas","2025-11-07 22:13:23","Interaccion interfaz"
"615","192.168.1.22","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 22:13:54","Navegando catalogo"
"616","192.168.1.22","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 22:14:16","Navegando catalogo"
"617","192.168.1.22","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-07 22:14:53","Venta Exitosa"
"618","192.168.1.15","1","Newsletter","Home_Page","2025-11-07 23:05:00","Inicio de sesion"
"619","192.168.1.15","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-07 23:05:23","Navegando catalogo"
"620","192.168.1.15","3","Newsletter","vista_Zapatillas_Urban","2025-11-07 23:05:41","Navegando catalogo"
"621","192.168.1.15","2","Newsletter","btn_ver_tallas","2025-11-07 23:05:43","Interaccion interfaz"
"622","192.168.1.15","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 23:05:51","Navegando catalogo"
"623","192.168.1.15","2","Newsletter","link_menu_hombres","2025-11-07 23:05:53","Interaccion interfaz"
"624","192.168.1.31","1","Google Ads","Home_Page","2025-11-08 00:45:00","Inicio de sesion"
"625","192.168.1.31","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 00:45:13","Navegando catalogo"
"626","192.168.1.31","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 00:45:51","Navegando catalogo"
"627","192.168.1.31","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 00:46:21","Navegando catalogo"
"628","192.168.1.31","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 00:46:44","Navegando catalogo"
"629","192.168.1.31","2","Google Ads","btn_ver_tallas","2025-11-08 00:46:46","Interaccion interfaz"
"630","192.168.1.31","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 00:47:12","Navegando catalogo"
"631","192.168.1.31","2","Google Ads","btn_ver_tallas","2025-11-08 00:47:14","Interaccion interfaz"
"632","192.168.1.31","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-08 00:47:59","Venta Exitosa"
"633","192.168.1.6","1","Newsletter","Home_Page","2025-11-08 01:46:00","Inicio de sesion"
"634","192.168.1.6","3","Newsletter","vista_Jean_Slim_Negro","2025-11-08 01:46:37","Navegando catalogo"
"635","192.168.1.6","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 01:47:10","Navegando catalogo"
"636","192.168.1.6","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 01:47:16","Navegando catalogo"
"637","192.168.1.6","2","Newsletter","btn_agregar_carrito","2025-11-08 01:47:18","Interaccion interfaz"
"638","192.168.1.6","1","Google Ads","Home_Page","2025-11-08 03:09:00","Inicio de sesion"
"639","192.168.1.6","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 03:09:06","Navegando catalogo"
"640","192.168.1.6","2","Google Ads","img_zoom","2025-11-08 03:09:08","Interaccion interfaz"
"641","192.168.1.6","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 03:09:16","Navegando catalogo"
"642","192.168.1.28","1","Directo","Home_Page","2025-11-08 04:16:00","Inicio de sesion"
"643","192.168.1.28","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 04:16:29","Navegando catalogo"
"644","192.168.1.28","2","Directo","btn_ver_tallas","2025-11-08 04:16:31","Interaccion interfaz"
"645","192.168.1.3","1","Google Ads","Home_Page","2025-11-08 06:24:00","Inicio de sesion"
"646","192.168.1.3","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 06:24:16","Navegando catalogo"
"647","192.168.1.29","1","Facebook","Home_Page","2025-11-08 07:34:00","Inicio de sesion"
"648","192.168.1.29","3","Facebook","vista_Zapatillas_Urban","2025-11-08 07:34:28","Navegando catalogo"
"649","192.168.1.29","3","Facebook","vista_Jean_Slim_Negro","2025-11-08 07:34:58","Navegando catalogo"
"650","192.168.1.29","2","Facebook","btn_ver_tallas","2025-11-08 07:35:00","Interaccion interfaz"
"651","192.168.1.29","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-08 07:35:25","Navegando catalogo"
"652","192.168.1.29","2","Facebook","img_zoom","2025-11-08 07:35:27","Interaccion interfaz"
"653","192.168.1.29","3","Facebook","vista_Zapatillas_Urban","2025-11-08 07:35:49","Navegando catalogo"
"654","192.168.1.29","3","Facebook","vista_Jean_Slim_Negro","2025-11-08 07:36:09","Navegando catalogo"
"655","192.168.1.29","4","Facebook","btn_finalizar_pago_exitoso","2025-11-08 07:36:30","Venta Exitosa"
"656","192.168.1.30","1","Facebook","Home_Page","2025-11-08 08:17:00","Inicio de sesion"
"657","192.168.1.30","3","Facebook","vista_Zapatillas_Urban","2025-11-08 08:17:06","Navegando catalogo"
"658","192.168.1.30","2","Facebook","btn_ver_tallas","2025-11-08 08:17:08","Interaccion interfaz"
"659","192.168.1.30","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-08 08:17:19","Navegando catalogo"
"660","192.168.1.30","2","Facebook","img_zoom","2025-11-08 08:17:21","Interaccion interfaz"
"661","192.168.1.30","3","Facebook","vista_Zapatillas_Urban","2025-11-08 08:17:45","Navegando catalogo"
"662","192.168.1.30","2","Facebook","btn_ver_tallas","2025-11-08 08:17:47","Interaccion interfaz"
"663","192.168.1.30","3","Facebook","vista_Zapatillas_Urban","2025-11-08 08:18:16","Navegando catalogo"
"664","192.168.1.30","5","Facebook","btn_cancelar_checkout","2025-11-08 08:18:30","Abandono en pago"
"665","192.168.1.35","1","Newsletter","Home_Page","2025-11-08 11:01:00","Inicio de sesion"
"666","192.168.1.35","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 11:01:20","Navegando catalogo"
"667","192.168.1.35","2","Newsletter","img_zoom","2025-11-08 11:01:22","Interaccion interfaz"
"668","192.168.1.35","3","Newsletter","vista_Jean_Slim_Negro","2025-11-08 11:01:40","Navegando catalogo"
"669","192.168.1.16","1","Directo","Home_Page","2025-11-08 12:18:00","Inicio de sesion"
"670","192.168.1.16","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 12:18:32","Navegando catalogo"
"671","192.168.1.16","2","Directo","btn_ver_tallas","2025-11-08 12:18:34","Interaccion interfaz"
"672","192.168.1.16","3","Directo","vista_Camisa_Lino_Blanca","2025-11-08 12:18:57","Navegando catalogo"
"673","192.168.1.47","1","Facebook","Home_Page","2025-11-08 14:58:00","Inicio de sesion"
"674","192.168.1.47","3","Facebook","vista_Jean_Slim_Negro","2025-11-08 14:58:24","Navegando catalogo"
"675","192.168.1.47","2","Facebook","btn_ver_tallas","2025-11-08 14:58:26","Interaccion interfaz"
"676","192.168.1.47","3","Facebook","vista_Zapatillas_Urban","2025-11-08 14:59:05","Navegando catalogo"
"677","192.168.1.47","2","Facebook","img_zoom","2025-11-08 14:59:07","Interaccion interfaz"
"678","192.168.1.47","3","Facebook","vista_Chaqueta_Cuero","2025-11-08 14:59:31","Navegando catalogo"
"679","192.168.1.47","2","Facebook","link_menu_hombres","2025-11-08 14:59:33","Interaccion interfaz"
"680","192.168.1.12","1","Instagram Bio","Home_Page","2025-11-08 15:22:00","Inicio de sesion"
"681","192.168.1.12","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-08 15:22:34","Navegando catalogo"
"682","192.168.1.12","2","Instagram Bio","img_zoom","2025-11-08 15:22:36","Interaccion interfaz"
"683","192.168.1.5","1","Newsletter","Home_Page","2025-11-08 15:39:00","Inicio de sesion"
"684","192.168.1.5","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 15:39:11","Navegando catalogo"
"685","192.168.1.5","2","Newsletter","link_menu_hombres","2025-11-08 15:39:13","Interaccion interfaz"
"686","192.168.1.22","1","Newsletter","Home_Page","2025-11-08 16:28:00","Inicio de sesion"
"687","192.168.1.22","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 16:28:14","Navegando catalogo"
"688","192.168.1.22","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-08 16:28:36","Navegando catalogo"
"689","192.168.1.22","2","Newsletter","btn_agregar_carrito","2025-11-08 16:28:38","Interaccion interfaz"
"690","192.168.1.23","1","Google Ads","Home_Page","2025-11-08 18:23:00","Inicio de sesion"
"691","192.168.1.23","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 18:23:31","Navegando catalogo"
"692","192.168.1.23","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 18:24:02","Navegando catalogo"
"693","192.168.1.23","2","Google Ads","link_menu_hombres","2025-11-08 18:24:04","Interaccion interfaz"
"694","192.168.1.23","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 18:24:16","Navegando catalogo"
"695","192.168.1.29","1","Directo","Home_Page","2025-11-08 21:09:00","Inicio de sesion"
"696","192.168.1.29","3","Directo","vista_Jean_Slim_Negro","2025-11-08 21:09:13","Navegando catalogo"
"697","192.168.1.29","2","Directo","btn_ver_tallas","2025-11-08 21:09:15","Interaccion interfaz"
"698","192.168.1.29","3","Directo","vista_Jean_Slim_Negro","2025-11-08 21:09:29","Navegando catalogo"
"699","192.168.1.50","1","Newsletter","Home_Page","2025-11-09 00:06:00","Inicio de sesion"
"700","192.168.1.50","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 00:06:38","Navegando catalogo"
"701","192.168.1.50","2","Newsletter","img_zoom","2025-11-09 00:06:40","Interaccion interfaz"
"702","192.168.1.50","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 00:07:01","Navegando catalogo"
"703","192.168.1.50","2","Newsletter","btn_agregar_carrito","2025-11-09 00:07:03","Interaccion interfaz"
"704","192.168.1.14","1","Facebook","Home_Page","2025-11-09 02:52:00","Inicio de sesion"
"705","192.168.1.14","3","Facebook","vista_Jean_Slim_Negro","2025-11-09 02:52:16","Navegando catalogo"
"706","192.168.1.14","2","Facebook","btn_ver_tallas","2025-11-09 02:52:18","Interaccion interfaz"
"707","192.168.1.14","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 02:52:53","Navegando catalogo"
"708","192.168.1.14","3","Facebook","vista_Zapatillas_Urban","2025-11-09 02:53:34","Navegando catalogo"
"709","192.168.1.14","2","Facebook","link_menu_hombres","2025-11-09 02:53:36","Interaccion interfaz"
"710","192.168.1.5","1","Newsletter","Home_Page","2025-11-09 03:50:00","Inicio de sesion"
"711","192.168.1.5","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 03:50:37","Navegando catalogo"
